Date,Close,High,Low,Open,Volume,AD,TP,YB,XL,HD,KK,DH,YU,QA,FZ,AI,XA,KI,IF,BB,YP,CC,DX,MI,BQ,PD,GR,OD,XC,AK,YJ,DR,OK,AO,DP,LG,NI,SQ,CP,EP,BK,RX,ZP,LS,KZ,SH,PC,MU,AR,AT,MG,RF,HP,AZ,TF,AG,CD,RO,SF,PP,RB,BR,ZR
2026-08-24,3680.0,3740.0,3650.0,3730.0,33072400,0.366,-0.0272,0.4546,4.6,-0.0413,0.572,0.1483,2.9,0.0,0.0,0.6185,1.1,0.2255,-0.1019,-1.9,9.1,5.7,0.0651,-0.0018,1.3,8.7,-0.3844,1.1,1.4,-10.8,0.0,0.565,0.0,0.0,0.0,0.1847,-2.3,-1.0,0.2585,0.2469,-4.0,0.0,-6.1,0.0,-12.5,0.0,-0.035,0.0,0.0,0.0,0.0829,0.0,0.0,-1.5,0.0,0.1351,0.0574,-0.1612,0.0,0.0,-0.0037,0.2141,0.367
2026-08-26,3680.0,3700.0,3630.0,3680.0,38659400,0.0,-8.4,-0.143,-5.2,0.0289,-0.6706,0.5634,-1.5,0.0,0.0,0.0,-0.9125,0.0269,0.0,59.3,-10.1,-14.6,-17.8,0.0,-0.1861,-0.8539,-0.7621,-0.3641,-1.0,-13.0,-0.1655,-0.1987,0.0,0.0,-2.5,-1.1,0.9759,-3.1,-0.4307,-0.6352,4.5,0.0,2.2,0.0,17.0,0.0,0.0,0.0,0.0,0.0025,-1.2,0.0,0.0,-0.5499,0.0,0.0,1.4,0.0,0.0011,-0.1847,0.0,0.0,0.0
2026-08-27,3710.0,3720.0,3620.0,3670.0,47055500,0.0,-0.2169,0.2857,0.9334,0.6154,2.3,-0.0774,-5.5,0.0,0.0,-0.1424,0.4582,-0.0127,-0.0005,-25.8,4.1,19.5,2.3,0.0,0.1518,9.4,1.7,-3.6,1.4,10.1,0.3492,0.0514,0.0,0.1995,-6.0,0.1268,1.8,-0.5409,0.3302,6.3,-2.4,0.0,6.6,-0.0093,-23.7,-0.0074,-0.0071,-0.1113,-0.0364,0.1533,-0.7843,-0.0018,0.0271,-0.0636,-0.0074,-0.1502,0.0341,0.0327,0.0,0.0,0.0,0.0,0.0
2026-08-28,3780.0,3780.0,3710.0,3710.0,48082900,0.075,-2.0,-0.3921,-15.9,0.0282,-1.5,-0.6772,-9.9,0.0863,-1.5,-1.5,-4.5,-0.2581,-0.2463,-5.1,-5.0,-3.9,29.0,0.0023,-0.6302,11.7,-5.6,-2.7,-4.8,30.1,0.4216,-0.8777,0.0002,-0.284,0.3514,11.1,-3.4,-7.2,-0.6337,-3.3,-17.0,1.7,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
