Date,Close,High,Low,Open,Volume,AK,TP,XL,HD,KK,DR,AO,LG,DH,IU,QA,AI,XA,KI,NI,YP,SQ,AZ,CP,CC,EP,DX,BQ,PD,RG,OD,BK,RO,XC,YB,GR,MG,AT,ZP,YU,RB,AG
2026-08-24,124.0,127.0,120.0,126.0,8965000,0.0232,0.0,-0.1299,0.0012,-0.0132,0.0,0.0,0.0003,-0.02,0.0071,0.0002,-0.0013,-0.0005,-0.0006,0.0467,0.0196,-0.0142,-0.0124,-0.0117,-0.2029,0.0009,0.0,0.0015,0.2425,0.0,0.0083,0.0,-0.0014,0.0275,0.005,0.0,0.0,0.024,0.0,0.0,0.0,0.0
2026-08-26,117.0,125.0,117.0,124.0,16024400,-0.0907,-0.0058,-0.0418,-0.0004,-0.0271,0.0077,0.0,-0.0108,0.0043,0.0023,0.0026,0.0,-0.0001,0.0067,-0.0185,-0.0976,-0.0207,0.3001,-0.0117,-0.0196,0.002,0.0,-0.0275,-0.0106,0.0,-0.0053,0.0,-0.0017,0.0454,-0.0008,-0.0037,-0.0074,0.027,0.0022,0.0014,0.0002,-0.0
2026-08-27,121.0,122.0,110.0,115.0,10661000,0.082,-0.06,0.1789,0.0013,-0.0024,-0.0058,0.0,0.0014,-0.0314,-0.0028,0.0003,0.0059,0.0,-0.0003,-0.0301,0.0169,-0.03,-0.0028,-0.0001,-0.0718,-0.0,0.0,-0.0107,0.0028,-0.0061,0.0083,0.0028,0.0037,-0.0494,100.0,0.002,0.012,-0.0116,-0.0029,0.0,0.0,0.0
2026-08-28,120.0,121.0,118.0,121.0,8973800,0.0046,0.0005,0.0501,-0.0001,0.1176,0.0023,-0.024,-0.1081,-0.1773,0.0024,0.0005,0.02,0.0002,0.0063,-0.0057,0.0063,0.0192,0.0033,-0.0895,-0.0033,-0.0,0.0017,0.0012,0.0487,0.0058,0.0693,-0.001,-0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
