Date,Close,High,Low,Open,Volume,AD,TP,YB,XL,HD,LS,KK,DH,YU,QA,FZ,IF,XA,AI,KI,YP,PC,CC,DX,BQ,PD,GR,OD,XC,AK,BR,MG,AT,YJ,DR,HP,IH,LG,NI,AZ,SQ,CP,EP,AG,RG,RO,ZP,SF,SA,ES,ZR,AO,CD,SH,JB,RS,MU,RB,IU
2026-08-24,256.0,256.0,194.0,195.0,163381500,0.0,0.113,-0.0607,-2.1,0.1389,0.0,0.0228,-0.0625,0.013,-0.0084,0.0,-0.0609,-0.0059,0.017,-0.0078,0.0587,-0.8094,-1.4,0.0,-0.1675,3.0,-0.2881,-0.4923,0.6144,0.0,-0.0472,0.9062,-0.0893,-0.0938,0.0228,-0.0057,0.0,-0.037,-0.2672,-0.1102,-0.8272,2.3,-0.1081,-0.0057,-0.0738,0.0065,0.0168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0235,0.0,-0.0135,-0.12
2026-08-26,232.0,298.0,222.0,266.0,292003100,0.0056,-0.0833,0.2177,1.2,-0.1514,-0.001,-0.1805,-0.0867,-0.072,0.0058,0.0,-0.2112,-0.1246,-0.063,0.0051,-0.7711,0.009,-0.0164,-0.0001,-0.147,3.4,-0.1306,-0.0732,-0.794,1.0,0.8494,-0.8233,0.0036,0.1484,-0.3742,0.1076,0.0,0.2753,0.0297,-0.2998,-0.0277,-2.7,0.1392,-0.0066,0.0145,0.0075,-0.193,0.0,0.0,0.0,0.0,-0.0007,0.0012,0.0029,0.0001,-0.0265,0.0,0.0022,0.0
2026-08-27,264.0,264.0,236.0,236.0,71362800,-0.0052,-0.0002,0.0038,0.3792,0.0012,0.0157,0.0481,-0.0225,0.0,0.0001,0.0006,-0.0025,-0.1079,-0.0519,0.0077,0.0221,-0.0065,0.0642,0.0051,-0.0904,-0.014,0.0301,0.1858,-0.0595,-0.1826,-0.0548,0.0391,-0.0266,-0.0257,0.0084,-0.0846,0.0,0.0333,-0.1505,-0.0433,0.0224,0.1032,-0.1151,-0.004,0.0506,0.0251,-0.0054,0.0002,-0.0006,0.0,0.0077,-0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,252.0,286.0,252.0,280.0,51426200,0.0053,-0.0066,0.0575,1.9,0.0263,-0.0164,-0.1001,0.0225,0.0323,0.022,0.0063,-0.0036,0.1715,-0.0019,-0.0009,-0.2697,-0.0,-0.5064,0.0133,0.0754,0.3075,-0.0273,0.1134,0.0666,-1.0,-0.1441,-0.2426,-0.1333,-0.1694,0.0355,0.0032,0.0009,0.0049,0.0666,-0.0032,-0.3122,-0.0067,-0.0365,0.0781,0.0002,-0.0013,0.0413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
