Date,Close,High,Low,Open,Volume,AZ,AG,EP,ZP,SQ,GR,YP,CC,OD,KK,XL,XA,YB,BQ,XC,AK,BK,AO,IF,MG,HD,SH,AT,CP,PD,DH,NI,DR,KI,TP,RO,GA
2026-08-24,695.0,695.0,685.0,690.0,1756400,0.0448,0.0002,0.0,-0.0211,0.0,0.0,0.0166,-0.0663,0.0173,0.0168,0.1285,0.1698,-0.0207,-0.0001,0.0032,-0.1464,-0.0005,0.0,-0.0189,-0.069,0.0,0.0,0.0,-0.01,0.0404,-0.1035,0.0237,-0.0052,0.0,0.0,0.0,0.0003
2026-08-26,695.0,700.0,680.0,690.0,3208100,0.3624,-0.0495,0.0031,-0.0217,-0.037,0.0182,0.0527,-0.2371,0.0,0.0576,0.0617,0.1897,-0.0395,0.0007,-0.002,-0.1336,-0.0608,0.2074,-0.3159,-0.0209,0.0,0.0,0.0,0.0096,0.0011,0.0417,-0.0019,0.0012,0.0041,-0.0915,0.0003,0.0
2026-08-27,685.0,695.0,675.0,695.0,1819600,0.1604,-0.0196,0.0217,0.0055,0.0,0.0004,-0.0306,-0.136,0.0001,-0.0,0.0137,0.2601,0.0425,0.0,0.0039,-0.189,-0.0079,-0.3051,0.0417,0.1498,-0.0137,-0.0013,-0.0001,0.0003,-0.0101,0.0029,0.0102,0.0001,0.0,0.0,0.0,0.0
2026-08-28,695.0,695.0,680.0,680.0,1924200,-0.3338,0.0343,-0.0135,-0.0651,-0.0109,-0.0004,0.0014,-0.0238,-0.0101,-0.022,0.0252,0.8458,-0.0069,-0.0033,0.0171,0.0421,0.003,-0.4744,0.0707,-0.0754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
