Date,Close,High,Low,Open,Volume,AK,BQ,DR,GR,HP,RO,SQ,OD,DH,XC,YJ,KK,YU,DD,LG,PD,AG,EP,XA,CC,BS,YB,FS,BB,ZP,XL,YP,NI,IF,TP,CP,IH,DP,DX,KI,BK,SF,AO,AT,AZ,RF,LS,EL,PC,KZ,AI,HD,QA,PG,MG,AR,MI,TF
2026-08-24,1390.0,1395.0,1365.0,1390.0,8995500,-1.4,-0.0145,-0.0085,0.0387,-0.4773,0.0007,-0.0592,0.0316,0.0033,0.105,-0.0099,-0.0196,-0.2957,0.0,-0.0006,-0.0188,0.0014,-0.221,-0.0004,-0.0001,0.0097,-0.0069,0.0,-0.685,1.1,0.5422,-0.0205,0.3071,-0.0464,0.0019,-0.0311,0.0,-0.9727,1.4,-0.0013,0.6377,0.0,0.0004,-0.0067,0.0012,0.0,0.0,0.0,0.0,0.0,-0.0008,0.0475,0.0007,0.0,0.1377,0.0,0.0,-0.0001
2026-08-26,1365.0,1395.0,1365.0,1390.0,9238900,-3.5,0.0044,-0.1848,0.0558,0.0028,-0.0069,-0.0028,-0.0787,0.7161,-0.0636,-0.0209,0.1351,2.4,0.0,-0.3536,-0.0738,0.0001,0.0427,0.0061,1.1,0.0041,0.0146,0.0,1.8,-0.0777,0.6024,0.0396,0.056,-0.0022,-0.0526,-0.028,0.0,-1.5,0.0029,-0.2049,-0.6682,0.0,0.0001,-0.0,-0.0528,0.0,0.0109,0.0683,0.0,-0.032,0.0,-0.0471,0.0004,0.0003,-0.138,0.0001,0.0248,0.0
2026-08-27,1385.0,1385.0,1355.0,1365.0,8229900,-3.9,-0.0003,-0.0066,-0.0146,-0.0258,-0.0012,-0.0365,-0.056,0.0038,-0.3027,-0.0002,0.1028,0.9675,0.0,0.0016,0.1601,-0.7045,0.0091,-0.0114,1.3,0.0,-0.0965,0.0,0.0,-0.3355,-0.1127,0.0331,-0.0951,0.0015,1.7,0.019,0.0,0.0,0.0061,0.0,-1.4,-0.0316,-0.0001,-0.0018,2.7,0.0007,-0.0036,0.0683,0.0605,0.0848,0.0021,-0.0002,0.0001,0.0,0.0,0.0,0.0,0.0
2026-08-28,1365.0,1390.0,1350.0,1390.0,8166900,-0.6444,0.0073,0.007,0.0061,-0.0399,0.0062,0.153,1.7,0.0428,0.2572,0.0218,0.1799,0.1327,0.0079,-0.0008,0.2504,-0.0063,0.0454,0.007,0.0259,0.0041,0.0046,0.0135,-2.3,2.1,0.8984,0.5306,-0.6898,-0.055,-0.6301,0.0288,-1.3,-0.0592,0.0059,0.1501,-0.8291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
