Date,Close,High,Low,Open,Volume,YU,MG,YB,CC,LG,DR,KK,BK,XC,GR,AZ,NI,IH,PD,TP,YJ,KZ,DH,XA,SH,YP,AT,DX,XL,CP,JB,OD,AI,HP,SQ,BR,KI,MI,BQ,ZP,AK,EP,CD,PC,IF,IN,RO,RF,AO,QA,GA,HD
2026-08-24,11325.0,11450.0,10500.0,10500.0,467800,0.0472,0.0225,-0.0823,-0.0528,0.987,0.0,0.0034,0.0227,0.0646,-0.0233,-1.7,0.0001,0.0,-0.5694,0.0757,0.0045,0.2825,-0.1089,0.0629,0.0,0.0393,0.0,0.0,0.3566,0.0033,0.0,-0.0519,-0.033,-0.0712,0.3001,0.0,0.0478,0.0,0.0078,-0.1118,0.1519,-0.0379,0.0,0.0,0.3486,0.0,-0.0081,-0.0204,0.0,0.0,0.0,0.0113
2026-08-26,11800.0,12425.0,10800.0,11350.0,1663200,2.2,-0.0658,0.0408,-0.2397,0.1524,0.0,-0.0248,0.4424,0.5155,1.6,0.5527,0.052,-0.1043,-0.3638,0.0169,-0.5969,0.285,-0.9076,0.0224,0.0,-0.0089,-0.0033,0.0,-0.5345,-0.0935,0.0,0.0764,-0.3926,-0.0771,-0.2117,0.0005,-0.4273,0.0,0.0061,-0.5547,1.9,-0.0012,0.0,0.0,-0.6988,-2.5,-0.0114,-0.0023,0.055,-0.0023,-0.001,0.0
2026-08-27,12125.0,12925.0,11575.0,11800.0,1030100,0.0449,0.2912,-0.0003,0.7402,1.8,-0.1161,0.092,0.176,-0.1034,0.0373,0.0168,-0.0587,-0.0038,-0.4473,0.0491,-0.0122,0.6383,0.0063,0.0207,0.0,0.3877,0.0,0.0,-0.7152,0.1097,0.0,0.1705,1.8,0.0,0.0754,0.0124,-0.0004,0.0,-0.072,0.0032,-0.5927,0.001,0.0288,0.011,-4.2,-0.239,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,12100.0,13325.0,12000.0,12150.0,2222100,0.0542,0.7088,-0.0045,1.2,-3.0,1.2,0.3521,0.2759,0.3313,2.6,1.1,-0.0615,-1.4,0.1378,-0.0332,0.518,0.9747,0.0087,-0.6817,-0.2031,1.1,0.0131,-0.0884,2.2,-9.2,-0.0002,0.1407,0.5653,0.0838,0.2177,0.004,-0.1029,0.4505,-0.267,0.0398,0.7825,0.0868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
