Date,Close,High,Low,Open,Volume,AK,DR,GR,BQ,MG,HP,PC,SQ,OD,DH,XC,AH,KK,YU,AT,LG,PD,AZ,LS,EP,XA,CC,NI,YB,TP,XL,ZP,YP,HD,CP,DX,KI,AF,YJ,BR,AG,BS,FS,BK,RO,AO,SS,SH,PO
2026-08-24,123.0,129.0,123.0,127.0,15101900,0.0421,0.0244,-0.0007,0.0022,0.0995,-0.0127,-0.0,-0.3432,-0.015,0.0234,-0.0188,0.0,0.1979,-0.0005,-0.0002,0.0028,-0.0845,0.027,0.0,-0.0889,-0.0122,0.083,0.0121,0.0129,0.0157,-0.0448,-0.0085,0.0321,0.0039,0.0154,0.0003,0.0009,0.0,0.0064,0.0087,0.0191,0.0,0.0005,-0.0045,0.0016,0.0,0.0012,0.0006,0.0007
2026-08-26,123.0,125.0,120.0,124.0,13184600,-0.1456,-0.0124,0.0,-0.0241,-0.0875,-0.0086,0.0,0.2212,-0.0652,0.0131,0.0116,0.0,0.0104,0.0075,0.0004,-0.0248,0.0647,0.0072,0.0615,0.0254,-0.0019,0.1327,-0.0062,0.0046,0.0004,-0.1915,-0.0612,0.101,-0.0051,-0.0037,-0.0007,0.0006,0.0,0.0007,-0.0025,0.0,0.0,-0.024,0.0,0.0007,0.0002,0.0012,0.0,0.0
2026-08-27,124.0,126.0,122.0,124.0,7784500,-0.0141,-0.001,0.0,0.0003,0.0001,0.0,0.0,0.2207,-0.0411,-0.0037,-0.0468,0.0,-0.0779,0.0,-0.049,0.0858,-0.0029,0.0064,0.0,-0.0619,-0.0002,-0.1071,0.0032,0.0137,-0.0183,-0.0003,0.0,0.0344,0.0013,0.065,0.0,0.0001,0.0063,-0.0001,0.0174,0.0007,-0.0,-0.031,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,125.0,126.0,124.0,125.0,4351400,0.0135,0.0028,0.0373,0.0003,-0.0309,-0.0008,-0.0,-0.0039,0.0042,-0.0026,-0.0553,-0.0017,0.0107,0.0063,0.0004,-0.0016,-0.0039,0.015,0.0062,-0.1618,-0.0031,0.0362,0.0065,-0.0001,-0.0005,0.0783,-0.0076,0.0772,-0.0021,-0.0189,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
