Date,Close,High,Low,Open,Volume,AG,CC,HD,NI,PO,KK,DR,XC,GR,AZ,GI,PD,IF,DH,XA,AT,DX,YP,XL,CP,OD,QA,SQ,BQ,EP,KI,SF
2026-08-24,193.0,206.0,193.0,206.0,188000,0.0,0.0025,0.0,-0.0058,0.0,0.0012,0.0,0.0,-0.0,-0.0098,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.001,0.0112,0.0,-0.0001,0.0,0.0,0.0,0.0,0.0,-0.0005
2026-08-26,191.0,194.0,191.0,193.0,104200,0.0,0.0024,0.0,0.0004,0.0,0.0024,0.0,0.001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0006,0.0,0.0,0.0001,0.0038,0.0,200.0,0.0,0.0,0.0,0.0,-0.0096,0.0
2026-08-27,189.0,194.0,188.0,190.0,101800,0.0,-0.0108,0.0,0.0015,0.0,0.0025,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,193.0,252.0,188.0,190.0,5279800,0.0022,0.0381,0.0,0.0023,-0.2019,0.0239,-0.0056,0.0097,0.0,-0.0362,-0.0002,0.0169,0.0022,-0.0027,-0.0116,0.0001,0.0066,-0.0093,0.1862,0.0,-0.0008,0.0001,-0.0191,-0.0024,0.0014,0.0,0.0
