Date,Close,High,Low,Open,Volume,AI,YP,MG,AT,XL,CP,IN,CC,EP,DR,PD,OD,BK,SQ,YB,KK,DH,YU,NI,KI,TF,GR,XC,QA,AZ,BQ,RO,TP,LG,XA,ZP
2026-08-24,2720.0,2940.0,2520.0,2850.0,812000,-0.027,-0.1152,0.0283,0.0,0.2109,0.0499,0.0,-0.3502,-0.0043,0.0908,0.0118,-0.1708,-0.0262,0.0426,0.0009,0.0178,-0.0014,0.0016,-0.0043,0.0,0.0,0.0003,0.01,0.007,-0.0026,0.0,-0.0044,0.0014,0.0076,-0.0321,0.2577
2026-08-26,2740.0,2850.0,2680.0,2720.0,290100,-0.0044,-0.0107,-0.2701,-0.0544,0.2465,0.0861,0.0,0.0863,-0.003,0.0035,-0.0206,0.0,-0.0206,0.0016,0.0055,-0.0008,0.0,0.0005,-0.0023,0.0,0.0,0.0,-0.0048,0.0018,-0.0024,-0.0408,0.003,0.0,0.0,0.0,0.0
2026-08-27,2760.0,2830.0,2700.0,2740.0,122900,0.0,-0.0053,-0.0028,0.0,-0.0508,-0.001,0.0,-0.0399,-0.0017,0.0402,-0.0014,0.0257,0.0073,0.0025,-0.0005,0.0101,0.0278,-0.0006,-0.0006,0.0028,-0.0011,-0.0003,-0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,2750.0,2760.0,2740.0,2760.0,193000,-0.0019,-0.0104,0.0192,-0.0184,-0.0622,-0.1473,-0.1375,-0.0025,-0.0001,-0.028,-0.0044,0.3882,-0.0074,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
