Date,Close,High,Low,Open,Volume,YB,CC,XL,XC,OD,KI,PD,EP,YP,LG,KK,RO,NI,CP,SQ,DH,BQ
2026-08-24,286.0,292.0,286.0,292.0,47800,-0.0028,0.0,-0.0018,0.006,-0.0007,0.0,-0.0,0.0003,-0.0007,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004,0.0001
2026-08-26,290.0,296.0,282.0,286.0,29900,0.0,-0.0001,0.0018,0.001,-0.0004,0.0,0.0,-0.0002,0.0007,0.0,0.0,0.0003,0.0,-0.0006,-0.0009,-0.0016,0.0
2026-08-27,282.0,290.0,282.0,290.0,27700,0.0002,0.0024,-0.0055,0.0001,0.0006,0.0,0.0,-0.0001,0.001,-0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,288.0,290.0,282.0,290.0,8500,0.0001,-0.0006,0.0005,0.0008,0.0001,-0.0005,-0.0001,-0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
