Date,Close,High,Low,Open,Volume,MG,PD,BQ,AK,CC,YP,DH,OD,DR,XC,XL,TP,YU,KK,SQ,NI,ID,EP,YB
2026-08-24,13350.0,14100.0,12025.0,14100.0,11200,0.0,0.0023,0.0,-0.0094,-0.0043,0.0008,-0.0129,-0.0111,0.0011,0.0104,0.018,0.0,0.0001,-0.0014,0.0,0.0,0.0078,-0.0,-0.0013
2026-08-26,13125.0,14975.0,12200.0,13325.0,7700,0.0,0.0,0.0,-0.0128,0.0099,-0.0016,-0.0045,-0.0081,0.0015,0.0028,0.0104,0.0,0.0,0.0,0.0038,-0.0013,0.0,0.0,0.0
2026-08-27,14950.0,15700.0,13350.0,13350.0,8100,0.0,0.0027,0.0,-0.01,-0.0155,-0.0,0.0,0.0007,-0.0029,-0.0171,-0.0067,0.0,-0.0194,0.0015,0.0745,-0.0078,0.0,0.0,0.0
2026-08-28,14400.0,14650.0,13900.0,13900.0,11200,0.0083,-0.0014,-0.0,-0.0114,-0.0561,0.0179,0.0,-0.0014,-0.0,0.0373,0.0097,-0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
