Date,Close,High,Low,Open,Volume,FZ,DR,GR,MG,HP,RO,SQ,OD,YJ,KK,YU,BR,LG,PD,AZ,EP,XA,CC,NI,IF,XL,ZP,CD,KI,AK,BQ,DH,XC,IN,AG,MI,RB,YB,AI,TP,YP,HD,BK,JB,AT,LS,PC,RG,SH,BS,PO,CP,QA,AO,MU,BB,ES,FS,IU,RF,ID,SS,TF
2026-08-24,5175.0,5450.0,5175.0,5300.0,5078400,-0.0112,0.006,-0.5499,1.3,-2.3,-0.1044,-0.0161,0.6139,0.2889,-1.6,-3.0,2.5,1.4,0.0649,-0.1114,-0.1457,0.0015,-0.5762,0.0048,0.5882,-1.6,-0.2575,0.0,-0.0783,0.3305,0.0082,0.5341,-0.3012,0.0,-0.0082,0.0,0.0,-0.0371,0.5423,-0.0,0.9054,0.0,2.4,-0.0005,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.5829,-0.0231,0.0444,0.0005,0.0,0.0,0.0,-0.2843,-0.0104,0.0264,-1.1,0.0005
2026-08-26,5000.0,5675.0,4980.0,5400.0,10143600,0.0,0.1487,1.0,1.2,-3.6,1.8,0.3272,-1.6,0.0774,0.173,1.7,-0.3596,0.7724,0.4387,-1.6,0.4227,0.0685,1.4,-2.8,-0.7455,2.5,-0.0318,-0.0,0.2961,-3.1,0.1988,0.0,0.781,0.2,0.3206,-0.0005,0.0,0.2339,1.6,0.0537,1.3,0.2646,-1.6,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8225,0.0,-0.0411,-0.0007,-2.3,-0.008,-0.0975,-0.2814,0.0,0.0,0.0,0.0
2026-08-27,5100.0,5200.0,5000.0,5000.0,3937400,0.1561,-3.8,-0.4763,0.0,-1.6,0.3589,0.2297,2.5,-0.174,-1.2,-0.9811,0.2048,0.2989,0.1336,-0.2144,-0.0258,0.0051,-0.936,0.1141,1.1,2.2,0.8003,0.0,0.0523,-1.6,0.0085,0.0306,0.6983,-0.2066,0.0105,0.0,0.0,-0.0031,0.4471,-0.0156,1.4,0.0,0.6795,-0.0001,0.0025,-0.0,-0.0773,0.0516,-0.0001,0.06,0.0265,-0.255,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,5000.0,5200.0,4970.0,5125.0,2891100,-0.1495,0.077,0.2742,-3.1,-1.6,-0.1154,0.0657,0.0859,-0.4806,0.8485,-0.3055,0.2253,0.1059,0.0653,0.2318,-0.2667,0.1249,-0.0263,-0.038,0.1265,2.0,-0.7632,0.0713,0.3195,0.4803,0.063,0.0233,0.8228,0.25,-0.0052,0.0535,0.249,0.2235,0.0985,0.0941,0.6073,-0.2525,-0.5727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
