Date,Close,High,Low,Open,Volume,NI,KI,YP,AT,XL,AF,CC,PD,GR,XC,OD,RO,SQ,DH,EP,AZ,YB
2026-08-24,1580.0,1585.0,1570.0,1585.0,5600,-0.0046,0.0,0.0006,0.0,0.0057,-0.0025,0.0005,-0.0001,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002
2026-08-26,1575.0,1580.0,1570.0,1575.0,13500,0.0013,0.0,0.0005,0.0,0.0109,-0.0085,-0.0008,-0.0003,0.0,0.0,0.0035,-0.0043,0.0002,0.0008,-0.0032,0.0,0.0
2026-08-27,1580.0,1580.0,1565.0,1575.0,12100,-0.0047,0.0,0.0,0.0,-0.0055,-0.0036,0.0094,0.0028,0.0,-0.0005,0.0,0.0005,0.0,0.0016,0.0,0.0,0.0
2026-08-28,1580.0,1580.0,1570.0,1580.0,18600,-0.0035,0.0079,0.0009,0.0016,-0.0009,-0.0008,-0.0063,0.0013,0.0003,0.0002,0.0003,-0.0011,0.0002,0.0,0.0,0.0,0.0
