Date,Close,High,Low,Open,Volume,PD,EP,RB,CC,NI,RO,TP,XL,SQ,YP,DH,XC,LG,BQ,OD,DR,YB,AZ,ZP,MU,QA
2026-08-24,50.0,50.0,50.0,50.0,299200,0.0006,0.001,-0.0017,0.0013,0.0,0.0,-0.0011,0.0084,0.0,0.0011,0.0,0.0018,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,-0.0121,0.0001
2026-08-26,50.0,50.0,50.0,50.0,264100,0.0003,0.0015,-0.0005,0.0,0.0,0.0,-0.0127,0.0102,0.0,0.0001,0.0,0.0007,0.0002,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0
2026-08-27,50.0,50.0,50.0,50.0,1192500,0.0,0.0001,-0.0052,0.0126,0.0,0.0,-0.0545,0.023,0.0,0.0,0.0,0.0064,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,50.0,50.0,50.0,50.0,245500,0.0003,0.0,-0.0016,0.0008,0.004,0.0001,-0.0107,0.0055,0.0,0.0003,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
