Date,Close,High,Low,Open,Volume,TS,PC,HP,QA,GR,LS,MU,YP,KZ,BR,IU,LG,OD,MI,CP,XA,PD,BK,AK,NI,CC,FS,AZ,EP,FZ,HD,ZP,SQ,KI,AI,YU,BB,TP,AT,KK,XL,CD,YB,DX,ZR,BQ,XC,IN,YJ,AR,AO,IF,DR,MG,AG,RG,AF,DH,SA,RS,SH,RB,OK,SS,PI,RO,DP,TF,PO,RF,BS
2026-08-24,5125.0,5350.0,5125.0,5350.0,30788800,0.0,0.5125,1.0,0.0,1.3,0.0,0.0,6.8,0.0,0.1307,-0.0131,-2.1,3.2,0.103,3.7,0.2923,-4.0,-0.6564,-6.6,3.0,-14.6,-0.1574,-8.9,1.5,0.4433,-0.4474,-1.7,-0.6006,1.4,-8.6,5.2,-2.6,-0.2514,0.6868,1.6,25.2,0.3241,-0.4413,0.1094,0.0,-2.5,7.5,-5.0,0.0,-0.0256,0.1872,-0.9728,-0.0754,-5.8,0.1868,0.0,0.0,1.1,-0.1611,0.0,0.0,0.0,0.1035,0.0,0.0,1.2,0.0,0.0,-0.8858,-0.0074,-0.0334
2026-08-26,4860.0,5150.0,4860.0,5125.0,54735200,0.0,0.0,12.8,0.0,-14.7,1.2,0.0,5.4,0.0,0.0,0.1205,-4.1,1.2,0.0,-1.6,3.9,-4.9,-2.6,-8.8,-1.7,-0.8619,0.0,6.3,0.7946,-0.0805,0.2265,-2.6,6.0,2.5,-1.3,-13.2,-2.2,-0.5561,0.0988,-0.2564,-0.6527,3.1,-0.8255,0.4255,0.0,-2.2,7.0,0.0,1.1,-0.1252,-0.2592,3.7,-3.6,2.7,0.2522,-0.0077,0.0,2.1,0.1978,0.0,-0.0086,0.0,0.3823,0.495,-0.1302,0.0724,4.9,-0.2455,0.0,0.0,0.0
2026-08-27,5075.0,5125.0,4800.0,4810.0,39334600,-2.5,0.0,2.4,0.0,-0.1617,-0.4655,0.0,-6.3,0.1335,0.0,0.0,-2.3,-2.3,0.51,5.3,-0.116,6.2,2.7,2.2,0.2473,-2.5,0.0021,-8.0,-0.7204,0.032,-0.5402,-2.8,-1.7,-0.1674,6.6,-3.4,0.0,0.18,-0.1916,-0.415,10.2,-0.6547,0.8112,0.0,0.0,0.42,-5.0,0.5075,-0.3198,0.048,0.502,-0.5271,0.6215,4.2,-0.1615,0.0221,0.0026,-1.6,-0.1557,0.002,-0.9703,0.099,0.0989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,4990.0,5225.0,4960.0,5125.0,44558500,-1.3,-1.0,9.8,-0.0052,3.6,0.1691,-0.0,5.2,5.1,0.5243,0.2251,-10.4,1.9,-0.4501,-0.7687,-3.1,2.8,-2.7,-2.1,1.0,-9.0,-0.0129,-8.7,0.562,0.1313,0.5797,-3.0,-0.0692,1.7,0.425,0.3129,2.6,0.1994,-0.3174,0.9322,5.0,2.1,-1.5,0.2027,-0.0052,0.4381,-1.4,-0.515,-0.1578,-0.052,0.1391,-0.6578,2.4,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
