Date,Close,High,Low,Open,Volume,CD,MG,YB,CC,HD,NI,KK,XC,GR,AZ,GI,SF,PD,TP,XA,RO,YP,AT,XL,CP,OD,QA,SQ,KI,BQ,EP,AG,DR,PC,YJ,DH,BR,LG,LS,IF,FZ,ES,HP
2026-08-24,82.0,83.0,79.0,81.0,9882100,0.0,0.0081,0.0896,0.053,-0.0,-0.0723,-0.0105,-0.1225,-0.0029,0.0032,0.0,-0.0107,-0.0135,0.0,0.0,0.0,-0.0574,-0.0013,-0.1464,0.2565,-0.0023,0.0001,0.0064,0.0002,-0.0019,0.0005,0.0,0.005,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0026,0.0,0.0,0.0216
2026-08-26,83.0,86.0,81.0,82.0,17798200,0.0,-0.0111,0.1195,-0.1706,0.0004,-0.0326,-0.0586,0.0085,-0.1245,-0.0034,0.0,0.0324,0.0193,0.0,-0.0042,0.0,0.0518,0.0017,-0.0738,0.2956,-0.0329,0.0012,-0.0256,0.0,-0.0002,0.0345,-0.0004,-0.0155,-0.0,-0.0015,-0.0081,0.0,0.0,0.0,0.0,-0.001,-0.0008,0.0
2026-08-27,86.0,89.0,82.0,83.0,31343100,0.0046,-0.1895,-0.0275,-0.0854,-0.0005,-0.0091,0.0036,-0.0399,0.2169,0.0023,0.0,-0.0091,0.1597,0.0004,-0.0043,0.0,-0.2639,0.0019,0.3473,0.0871,-0.0675,-0.0019,0.0008,-0.0894,0.0027,-0.0223,-0.0004,-0.0032,0.0034,-0.003,-0.0101,0.0001,-0.0021,-0.0,-0.0017,0.0,0.0,0.0
2026-08-28,86.0,87.0,84.0,86.0,7426000,0.0003,-0.011,0.0249,-0.0028,-0.0,0.0034,0.0098,-0.075,-0.085,-0.0024,-0.0,0.0026,0.1042,0.0007,-0.0006,-0.0036,0.0733,-0.0036,-0.2721,0.2491,-0.0038,-0.0063,-0.0004,-0.0002,-0.0016,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
