Date,Close,High,Low,Open,Volume,AK,YB,AT,XL,HD,KK,DR,LG,DH,NI,AI,ZP,YP,AZ,CP,CC,EP,BQ,PD,XC,OD,RO,SQ,YU,QA,KI,GR,TP,DU,XA,MG,YJ,HP
2026-08-24,220.0,222.0,216.0,216.0,190700,0.0039,0.0,0.0,-0.0087,0.0,0.0,0.0,0.0,-0.0064,0.0001,0.0,0.0,-0.0018,0.0,0.0,-0.0049,-0.011,0.0,0.0293,-0.0008,0.0,-0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-26,236.0,264.0,230.0,232.0,6613300,0.0043,-0.0051,-0.0144,0.1419,-0.0056,-0.0182,-0.0785,-0.0001,0.0104,-0.0069,0.0,0.0036,-0.0054,0.0205,0.0544,-0.0429,0.0014,-0.0046,-0.0036,-0.0107,0.02,0.0014,-0.0535,-0.0025,0.0012,-0.0001,-0.0043,-0.0004,0.0,-0.0,-0.0013,-0.0018,0.0008
2026-08-27,236.0,240.0,220.0,236.0,2266100,0.0197,0.0066,0.0005,0.0099,0.0025,0.0026,-0.0019,-0.0,-0.0001,-0.0081,0.0001,-0.0037,0.0014,-0.0218,0.0072,-0.0088,0.0009,-0.0003,-0.0021,-0.0149,-0.0159,0.0,0.0333,0.0002,-0.0012,-0.0,-0.0061,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,234.0,250.0,230.0,236.0,1631300,0.0178,-0.0005,-0.0006,0.0905,0.0002,-0.0138,-0.0002,0.0013,-0.0193,-0.0056,0.0024,-0.0001,-0.0451,-0.0003,-0.0619,-0.0009,0.0054,0.0169,-0.012,-0.0132,-0.0011,-0.0001,0.0402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
