Date,Close,High,Low,Open,Volume,SF,DR,GR,MG,RO,AO,SQ,OD,YJ,YU,KK,LG,PD,AZ,EP,XA,CC,BB,NI,ID,ZP,XL,CD,EL,AK,BQ,ES,DH,XC,AG,AI,YB,TP,YP,PO,HD,IT,CP,QA,DX,BK,RS,AT,LS,IF,SS,IN,IU,KI,HP
2026-08-24,3100.0,3140.0,3000.0,3020.0,6633700,0.0,-0.0925,-0.5597,0.0423,0.0,-0.0152,-0.1318,-0.0355,0.0,-2.2,-0.1262,5.7,2.5,0.0146,-0.0068,-0.0016,-1.8,0.0,-5.0,-0.155,-0.4879,-0.8158,0.0,0.0,2.5,0.0,0.0,-0.2032,-0.3545,0.0,0.0,0.0024,-0.0165,-0.8021,0.0,-0.0102,-0.2745,0.3857,0.0006,-0.045,-0.67,0.0,0.0,-0.0031,-0.0368,0.0,2.7,0.0,-0.0037,0.0003
2026-08-26,3130.0,3260.0,3080.0,3100.0,14439900,0.0,0.3941,-3.9,-0.0426,0.0,0.0,-2.7,0.3947,0.0,-6.2,-0.5912,24.2,-4.9,-0.1334,-0.033,-0.1977,-3.1,0.0,-0.2012,-0.16,0.6178,-1.4,0.0,0.0,-0.1637,-0.0426,-0.1709,-0.3104,-0.3049,0.0,0.0,0.0,0.0011,-1.5,-0.2048,0.0,-0.032,-0.2859,0.0032,0.0,-0.5289,-0.0499,0.0013,-0.0402,0.0,0.0634,1.6,0.0048,0.0107,0.0
2026-08-27,3330.0,3330.0,3130.0,3130.0,14771400,0.0,-0.9647,-3.3,0.0214,0.0072,-0.0327,-2.7,6.9,-0.0333,-2.6,-0.8802,5.8,-0.9738,0.3986,-0.0039,-0.0059,0.7474,0.2274,-1.4,0.0,3.1,-2.1,0.0066,-0.099,0.7841,0.0,-0.818,-0.2073,0.7385,0.0,-0.0322,-0.3405,-0.1663,-2.0,-0.33,0.0171,0.0,-0.0347,0.0031,0.0,0.7459,-0.071,0.0016,-0.0133,0.0332,-0.0656,-0.3106,0.0182,0.0,0.0
2026-08-28,3400.0,3420.0,3330.0,3340.0,8447800,0.0448,0.9846,-1.5,-0.0343,-0.0061,-0.0269,-1.0,0.4897,-0.034,0.4478,-0.2971,9.3,0.5372,-0.0043,-1.1,-0.0151,-3.2,2.7,-1.1,-0.169,-2.5,-2.1,-0.0306,-0.1354,0.3393,0.0037,0.34,-0.391,-0.2992,0.0003,0.4626,0.0418,0.5607,-1.8,-0.34,-0.0112,-0.0594,-0.199,0.0091,-0.0254,0.0754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
