Date,Close,High,Low,Open,Volume,PD,CP,AT,BQ,NI,SQ,EP,DR,XL,YU,AZ,GR,CC,KK,YP,XA,OD,DH,XC,KI,AI,LG,PC,QA,YB,MG
2026-08-24,192.0,226.0,188.0,196.0,4708100,0.0414,-0.0012,-0.0099,0.0142,0.0034,-0.0075,0.0041,-0.0485,-0.002,-0.0033,-0.0007,0.0,-0.0021,-0.0051,-0.0016,0.0282,0.0026,0.0,0.0004,0.0007,-0.0021,-0.0006,-0.0,-0.0,-0.0105,0.0001
2026-08-26,193.0,196.0,190.0,192.0,212000,0.001,0.0001,0.0,-0.0078,0.0002,0.0,0.0012,0.0048,-0.0055,0.0,0.0,0.0,-0.004,0.0,-0.0026,0.0121,-0.0014,0.0,0.0027,-0.0006,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,190.0,195.0,189.0,195.0,61700,-0.0017,0.0,0.0,0.0,0.0019,0.0,0.0,0.0021,-0.0012,0.0,0.0,0.0,-0.0008,-0.0051,-500.0,0.0046,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,200.0,202.0,192.0,192.0,1542100,-0.0252,0.0063,-0.0001,-0.0071,0.003,-0.0054,-0.0002,-0.0193,0.0035,0.0012,-0.0017,-0.0,-0.0006,0.0021,0.0011,0.038,0.0062,-0.0012,-0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
