Date,Close,High,Low,Open,Volume,YU,AG,MG,CC,YB,NI,LG,KK,DR,LS,GR,XC,AZ,PD,YJ,IF,DH,XA,RO,AO,YP,AT,XL,CP,IN,HP,QA,OD,KI,AI,SQ,ES,BQ,AK,EP,CD,HD,ZR,TP,ZP
2026-08-24,170.0,174.0,168.0,172.0,1257300,0.0,0.0,0.0,-0.0032,-0.0017,0.0087,-0.0001,0.0086,0.0027,0.0,0.0038,0.0052,0.0,-0.0071,0.0,0.0019,0.0,-0.0003,0.0,0.0,0.0029,-0.0004,-0.0191,0.0,0.0,0.0,0.0,-0.0004,-0.0003,-0.0001,0.0083,0.0,-0.0018,-0.011,0.0001,0.0,0.0017,0.0017,0.0,0.0
2026-08-26,167.0,172.0,167.0,170.0,2410100,0.0,0.0,0.0144,0.0332,0.0,-0.0008,0.0008,-0.0157,0.0005,0.0,0.0034,-0.0166,0.0,0.0015,0.0,0.0,-0.0008,0.0497,0.0,0.0,-0.0571,0.0017,-0.0313,0.0017,0.0,0.0003,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0234,-0.0022,-0.0044,0.0,0.0,0.0,0.0134,-0.0151
2026-08-27,181.0,200.0,161.0,168.0,81307400,-0.0888,-0.0294,0.1869,-0.7507,-0.0432,-0.0998,0.0977,-0.0554,-0.0297,0.0,-0.0528,-0.0365,0.0495,-0.0417,0.0008,-0.0034,-0.0816,-0.1502,0.0038,-0.0109,-0.2764,0.031,1.8,-0.1578,0.0,0.0028,0.0,-0.0112,0.0,0.0,-0.0288,0.0005,-0.0505,-0.0826,-0.0141,-0.001,-0.0067,-0.0019,-0.0242,0.0
2026-08-28,173.0,181.0,173.0,179.0,17771300,0.0097,0.042,-0.2268,0.1623,-0.0112,0.1847,-0.0013,0.0381,-0.0217,-0.0005,0.0301,-0.0363,-0.0395,0.0844,0.0261,0.0013,-100.0,0.0052,0.0001,0.0002,0.2581,0.0034,-0.6697,0.0021,0.0797,0.0259,0.0128,0.0014,0.0004,-0.0,-0.0009,-0.0004,0.0055,0.0543,-0.0196,0.0,0.0,0.0,0.0,0.0
