Date,Close,High,Low,Open,Volume,AK,TP,YB,MG,XL,HD,AT,KZ,KK,DR,RS,DH,NI,YP,SQ,AZ,CC,EP,DX,AG,CD,PD,GR,OD,XC,ZP,DD,CP,BK,PG,AO,YU,KI,RO,LS,LG,QA
2026-08-24,1630.0,1645.0,1625.0,1645.0,1186500,0.0074,0.2667,-0.1479,0.0,0.2788,0.0,0.0005,0.3429,0.014,0.0083,0.0,0.0,0.0408,0.0573,0.0225,0.0,0.1102,0.0082,0.008,0.0033,0.0008,-0.0619,-0.0245,0.0227,0.0039,-1.0,0.0,0.0372,0.0085,0.0,0.0,0.0,0.0121,0.0,0.0003,0.0041,-0.0011
2026-08-26,1620.0,1630.0,1615.0,1630.0,1246900,0.0137,0.2596,0.023,-0.0003,0.0376,0.0,0.0005,0.5664,0.0239,-0.0026,0.0,0.0,0.0257,-0.1597,0.0811,-0.0002,-1.0,0.0,0.0154,-0.0405,0.0,0.115,0.0,-0.0986,0.0744,0.0,0.0,0.0097,0.0005,0.0554,-0.005,0.0008,0.0447,-0.0081,0.0,0.0,0.0
2026-08-27,1625.0,1630.0,1615.0,1620.0,919100,0.0177,0.1093,0.0021,0.0,0.4138,-0.0008,-0.0,0.2756,0.0593,0.0032,0.0325,0.0028,0.0172,-0.0947,0.0024,0.0,0.308,0.0,0.0,0.0,-0.0023,-0.3107,0.0,0.0141,0.0647,-0.9453,0.0081,-0.0162,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1630.0,1635.0,1620.0,1630.0,743500,0.0996,-0.0281,0.0007,0.1016,0.2888,0.0003,0.0002,0.2789,-0.0012,0.0042,-0.0325,0.0003,0.0002,0.0746,0.014,0.001,-0.4137,0.0003,0.0078,-0.0146,0.0002,-0.0502,0.0089,-0.4105,0.0692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
