Date,Close,High,Low,Open,Volume,TP,SS,YB,XL,HD,LS,KK,DH,YU,QA,DU,IF,XA,FZ,AI,KI,YP,PC,MU,CC,DX,BQ,PD,GR,OD,IN,XC,AK,AT,MG,YJ,DR,HP,IT,AO,DP,LG,NI,AZ,SQ,CP,TF,EP,AG,CD,BK,RO,ZP,AF,AR,YO,RF,FS,PG,IH,GI,DD,RG,SF,SA
2026-08-24,76.0,78.0,75.0,77.0,158787600,0.1764,0.0053,0.2199,-0.0905,0.0534,0.0024,-0.0229,-0.0216,-0.0053,-0.0032,0.0,0.0963,0.0345,-0.0003,0.0982,0.0098,0.1804,0.0046,0.0,0.6384,0.0014,0.042,-0.1032,-0.0373,0.0382,0.0,-0.1811,-1.1,-0.0035,0.1711,0.1136,-0.4909,0.0179,0.0,0.027,-0.002,-0.1057,0.0416,0.1299,0.116,0.0473,0.0,-0.0026,-0.0149,0.0231,-0.0574,0.0,-0.0853,0.0,0.0,0.0,0.0,0.0,0.0,-0.0115,0.0,0.0,0.0,-0.0001,0.0008
2026-08-26,72.0,76.0,72.0,76.0,169296200,0.2687,0.0,-0.6758,-0.0065,-0.4591,-0.001,0.0204,-0.0344,0.0135,0.0034,0.0,0.0398,-0.0072,0.0205,-0.0275,0.4748,-0.1554,0.0018,0.0,0.4446,-0.0041,-0.005,0.1084,-0.023,0.1662,0.0,-0.0728,-0.0549,0.0091,-0.2825,0.1439,0.0358,0.0143,0.0073,-0.1626,-0.0057,-0.1235,0.6633,0.2027,-0.239,-0.3222,-0.0,0.0388,0.0005,0.0532,0.0043,-0.0456,-0.04,0.0,0.072,0.0,0.0,-0.0728,0.0095,0.0,-0.0,0.0146,-0.011,0.0,0.0
2026-08-27,75.0,75.0,70.0,71.0,252169500,0.053,0.0,0.8396,1.2,0.0254,0.0,0.0468,-0.8438,-0.0694,-0.0113,0.0,-1.8,0.0809,-0.007,-0.1053,0.0424,-0.152,-0.0031,0.0,-0.0542,-0.1677,-0.0859,0.1425,1.4,-0.0591,0.0,0.4,1.1,0.0,0.601,0.0871,0.2417,0.0507,0.0,0.335,-0.0004,-3.5,0.1379,0.0276,0.2044,0.1394,0.0,0.0,-0.7277,0.0,0.0947,-0.2133,0.0478,-0.0097,0.1975,-0.0005,-0.0025,0.0122,0.3704,-0.0007,0.0,0.0,0.0,0.0,0.0
2026-08-28,73.0,76.0,73.0,76.0,128310100,0.0388,-0.0052,-0.0906,1.6,-0.0219,-0.0,-0.1081,-0.0153,0.0005,0.0003,0.0008,-0.0015,0.0027,-0.0,-0.0151,-0.0072,0.2991,0.0292,0.0015,-0.0878,0.0028,-0.0229,1.3,-0.0368,0.1847,-0.0004,-0.1678,-0.3962,0.0531,-1.3,0.0365,0.0838,-0.0221,0.0074,0.0213,-0.003,-1.5,0.1248,-0.0221,0.2744,-0.1331,-0.0107,0.0532,0.005,0.0008,-0.0972,0.0043,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
