Date,Close,High,Low,Open,Volume,YB,MG,XL,HD,KK,DR,YU,IF,NI,AI,ZP,YP,CP,CC,EP,PD,GR,XC,OD,RO,SQ,XA,AT,DX,BQ,HP,LS,LG,DH,QA,MU,KI,AZ
2026-08-24,170.0,171.0,169.0,171.0,100700,0.0,0.0004,-0.0006,0.005,0.0001,0.0001,0.0007,0.0,0.0,0.0,0.0,-0.0051,0.0,-0.004,0.0,0.0006,0.0,0.0005,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0002,0.0
2026-08-26,169.0,172.0,168.0,171.0,520400,0.0,0.0042,0.0047,0.0001,0.0008,0.0002,0.0,0.0,0.0055,0.0,0.0,-0.0005,0.0,-0.0029,0.0,-0.0088,0.0,-0.0021,0.0,0.0,0.0011,0.0,0.0001,0.0001,0.0,0.0,-0.0,0.0017,0.0001,-0.0003,-0.0038,0.0,0.0
2026-08-27,171.0,171.0,168.0,170.0,226800,0.0,0.0,-0.0137,-0.0001,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,-0.0101,0.0157,0.0032,0.0001,0.0001,0.0002,-0.0034,0.0,0.0,0.0036,-0.0002,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,170.0,178.0,169.0,178.0,1825500,0.0203,0.002,0.0383,-300.0,-0.0019,0.0004,-0.2243,0.0003,0.0045,-0.0169,0.1515,0.0016,0.0,-0.0015,100.0,0.0204,0.0003,-0.0039,0.0003,-0.0001,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
