Date,Close,High,Low,Open,Volume,AZ,AG,HP,EP,HD,ZP,SQ,GR,LS,YP,LG,OD,AT,CP,KK,TP,XL,XA,TF,YB,DX,BQ,XC,PD,AK,BK,NI,CC,IF,DR,MG,DH,RO,BB,FS,PC,KI
2026-08-24,234.0,248.0,228.0,232.0,50618900,0.6407,0.0006,0.0011,0.0005,-0.0073,-0.2009,0.0078,0.0001,-0.0,0.0454,0.287,0.0211,-0.0491,-0.0182,0.0247,-0.0,-0.0662,-0.5918,0.0,-0.0766,-0.0,0.5748,-0.0716,-0.0197,0.1756,0.1605,0.1216,-0.8583,0.0,0.0,-0.0243,-0.0288,0.007,0.0,-0.0008,-0.0552,0.0006
2026-08-26,230.0,236.0,228.0,236.0,27537500,0.0208,0.0,0.0,-0.1591,-0.0044,-0.0469,0.0008,0.019,0.0,-3.5,0.2562,0.1208,3.6,0.0,0.0284,0.799,0.0839,0.761,0.0,0.0,0.0001,-0.0008,-0.011,-0.3187,-0.1594,-0.3648,-0.0686,-0.5551,0.0,0.0,0.0001,0.0,-0.0107,-0.4716,0.0,0.0,0.0
2026-08-27,232.0,234.0,226.0,228.0,21626600,-0.698,-0.0001,-0.0011,0.0035,0.0014,0.0919,0.0026,-0.0064,0.0,0.0531,3.1,-0.0,0.035,-0.0925,0.0087,-0.0136,0.2937,-1.4,0.0,0.0014,0.0,-1.1,-0.0254,-0.0042,-0.0543,0.118,0.0096,-0.2339,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2026-08-28,232.0,238.0,228.0,232.0,59363400,-0.0197,-0.0,-0.0034,0.2026,0.0087,0.0001,0.0115,0.0124,-0.0,0.0037,-1.5,-0.0,-1.9,0.0618,0.002,-0.6863,0.2812,1.3,0.0013,-0.0035,-0.0,1.8,0.0859,0.0398,-0.8712,-0.0004,-0.0177,0.9368,0.0026,0.2356,-0.0006,0.0,0.0,0.0,0.0,0.0,0.0
