Date,Close,High,Low,Open,Volume,AT,CP,RO,ZP,NI,SQ,QA,IF,XL,YB,AZ,DX,YP,OD,DH,IU,XC,LS,LG,HD,PD,BQ,HP,EP,SS,AO,PC,DR,BK,MG,YU,AK,GR,CC,KK,YJ,XA,BB,PG,TP,FZ,TF,FS,KI,AG,AI,YO,KZ,SF,AR,SH
2026-08-24,210.0,214.0,208.0,214.0,36582600,0.0119,-0.1728,0.0091,-0.0789,-0.0203,0.0727,0.0003,-0.0234,-0.1634,-0.4174,0.0001,0.0149,0.2314,0.063,-0.0052,0.0,0.4618,0.0,0.0029,0.0417,-0.1926,0.2724,0.0286,0.0519,0.0,0.0,0.0,-0.0204,-0.1395,0.0007,-0.2613,-0.6742,0.3678,0.2972,-0.0399,-0.0315,0.1703,0.0,0.0,0.1364,0.0005,0.0,0.0,0.0012,0.0001,0.0016,0.0,0.0,0.0,0.0021,0.0001
2026-08-26,204.0,222.0,204.0,218.0,117792100,0.0053,0.208,-0.013,0.1686,-0.6136,0.1107,0.0,0.0,3.8,-0.385,0.1842,0.0192,0.4917,0.5609,-0.0302,-0.243,0.5482,0.0022,-0.6899,0.063,0.8367,-1.4,0.0022,0.0151,0.0,0.0054,0.0162,0.1847,-0.7189,-0.7157,0.3956,-1.7,-2.4,1.6,0.0547,-0.0085,0.0209,0.0,0.0,-0.2992,-0.0004,-0.0011,0.0,0.0048,-0.0817,0.0824,0.0,0.0,0.0208,-0.0022,0.0
2026-08-27,204.0,206.0,199.0,200.0,76014600,-0.003,0.1447,0.0,-5.9,0.7456,1.0,0.0,0.003,-0.0889,0.2117,0.0217,-0.0039,-0.091,0.3631,0.4457,-0.0307,0.1347,0.0,-1.1,1.1,0.8868,0.0602,0.0363,0.0774,0.0,0.0,0.0,-0.1478,-0.1169,0.0276,-0.2202,2.1,0.2806,-0.1517,0.0,0.0021,-0.0488,-0.3387,0.004,0.3951,0.002,-0.0014,-0.0041,0.0919,0.0059,0.214,-0.0002,0.0149,0.0,0.0,0.0
2026-08-28,202.0,208.0,200.0,206.0,44812100,0.0022,0.3628,-0.0,0.1905,0.0951,0.8285,-0.0,-0.007,1.0,-0.0005,0.0553,0.0021,0.1591,0.1186,0.011,-0.0022,0.0732,0.1002,0.0115,-0.004,0.1714,-0.0523,-0.0606,0.1878,0.0428,0.006,0.004,0.0462,-0.13,-2.2,-0.2869,0.6344,-0.2245,0.105,0.0621,-0.0184,0.1243,-0.9914,0.0051,-0.4087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
