Date,Close,High,Low,Open,Volume,AG,CC,HD,NI,DR,XC,FZ,PC,IH,PD,YJ,DH,RO,AT,DX,YP,OD,BR,ZP,AK,ZR,LG,KK,LS,GR,TP,AO,XL,HP,SQ,KI,EP,YU,IU,BQ,BK,YB,AZ,XA,CP,QA,SH,AI
2026-08-24,1095.0,1110.0,1085.0,1105.0,10023800,-0.2001,-0.1394,0.0138,0.0086,-0.0126,0.003,0.0,0.0388,-0.0386,-0.1391,-0.0398,0.0001,0.0005,-0.0007,0.0,-0.0312,0.5466,0.0,0.8234,-0.7078,0.0074,0.01,0.0547,0.0,-0.0051,0.0165,0.0,0.0024,0.0055,-0.0007,0.0003,0.0404,0.0013,0.0,0.0013,0.0,-0.0011,-0.2587,-0.0001,0.0644,-0.0011,-0.0083,-0.0548
2026-08-26,1055.0,1095.0,1050.0,1095.0,5846800,1.5,1.4,0.0133,0.0872,-0.0012,0.0231,0.0,0.0,0.0,0.149,0.0,0.0024,0.0019,0.0138,0.0001,0.0826,0.435,0.0,-0.0359,-1.8,0.0,0.0053,0.1233,-0.0636,-1.6,0.0,0.0,0.2019,-0.0138,0.2236,0.0,-0.0001,0.0021,0.0,0.0,0.3127,-0.1299,-0.9309,0.0006,-0.0335,-0.0003,0.0,0.0
2026-08-27,1065.0,1065.0,1055.0,1055.0,878400,0.0137,0.3297,-0.0236,0.0002,-0.0042,-0.0052,0.0,0.0,-0.0032,0.01,0.0,-0.0213,0.0,0.0068,0.0,-0.0087,-0.0006,0.0,0.0279,-0.2895,0.0,0.0,-0.0018,0.0,-0.0014,-0.0202,0.0,-0.2319,0.0,0.1862,0.0005,0.0,-0.0001,0.0002,0.0005,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1075.0,1075.0,1055.0,1055.0,3729700,-0.106,0.3158,0.0371,-0.0072,0.0102,-0.0017,0.0004,-0.0377,0.0375,-0.0196,0.0822,0.0099,-0.0001,0.0102,0.0106,-0.0482,-0.0319,0.0346,-0.1653,-0.1891,-0.0072,-0.0009,-0.0022,-0.0636,0.0586,-0.0037,0.0391,0.0768,-0.0001,0.0216,0.0005,-0.0604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
