Date,Close,High,Low,Open,Volume,AK,BR,YB,XL,HD,KK,FS,LG,NI,KI,YP,AZ,CC,EP,BQ,PD,XC,OD,BK,ZP,AT,DR,DH,QA,XA,CP,TF,DX,GR,AI,SQ,TP
2026-08-24,515.0,525.0,510.0,520.0,6441600,-0.0029,0.0,-0.0184,-0.0048,1.1,-0.0085,-1.1,0.0,-0.0028,0.0,-0.0072,0.0002,-0.0321,-0.0005,-0.0011,-0.0145,-0.0129,0.037,0.0076,0.1531,0.0,-0.0006,-0.0025,0.0,0.0,0.0073,0.0,0.0,-0.0283,-0.026,0.0,0.0026
2026-08-26,520.0,525.0,510.0,520.0,9905200,0.2101,1.3,0.0,-0.0566,0.1314,-0.0026,3.0,0.0,-0.0062,0.0,0.0102,-0.0032,-0.2887,0.0,-0.0029,-0.0052,-0.0124,0.0012,-0.0152,-0.0221,-0.0192,0.0,0.0,0.0014,-3.0,-1.2,0.0,0.0,0.0026,-0.052,0.0014,0.0
2026-08-27,525.0,530.0,520.0,525.0,10974400,-0.3299,0.0,0.0053,0.1031,-1.6,0.0053,-1.8,0.026,0.0004,-0.0042,-0.0106,0.0,-0.0275,0.0001,0.002,-0.0002,0.0015,0.0037,0.0295,0.0,0.0,-0.0001,0.0001,-0.0013,-0.013,3.7,-0.0036,0.0002,-0.0263,0.0,0.0,0.0
2026-08-28,510.0,520.0,510.0,520.0,6612400,0.3899,-1.3,-0.0001,0.1515,0.9595,-0.0045,0.0505,0.0281,0.001,-0.0047,0.006,0.0002,0.0174,-0.0001,-0.0335,-0.0307,-0.1136,0.001,-0.1297,-0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
