Date,Close,High,Low,Open,Volume
2023-07-03,8075.0,8075.0,8075.0,8075.0,0
2023-07-04,8075.0,8075.0,8075.0,8075.0,0
2023-07-05,8075.0,8075.0,7900.0,7900.0,600
2023-07-06,8075.0,8075.0,8075.0,8075.0,600
2023-07-07,8075.0,8075.0,8075.0,8075.0,200
2023-07-10,8075.0,8075.0,8075.0,8075.0,100
2023-07-11,8075.0,8075.0,8075.0,8075.0,0
2023-07-12,8000.0,8450.0,8000.0,8025.0,3800
2023-07-13,8100.0,8450.0,7600.0,7800.0,5800
2023-07-14,7925.0,7925.0,7925.0,7925.0,100
2023-07-17,7925.0,7925.0,7925.0,7925.0,0
2023-07-18,8250.0,8250.0,7650.0,7925.0,1500
2023-07-20,8800.0,9650.0,8250.0,8250.0,5800
2023-07-21,9100.0,9625.0,7500.0,9600.0,7700
2023-07-24,8950.0,9100.0,8950.0,9100.0,1100
2023-07-25,9300.0,9300.0,8400.0,8400.0,3700
2023-07-26,10100.0,10500.0,9250.0,9300.0,6200
2023-07-27,12100.0,12100.0,10300.0,10300.0,9600
2023-07-28,14500.0,14500.0,12150.0,12150.0,12400
2023-07-31,16125.0,16900.0,13000.0,14500.0,32100
2023-08-01,14600.0,16125.0,14600.0,16125.0,14200
2023-08-02,13475.0,14600.0,13100.0,14600.0,8400
2023-08-03,14300.0,14900.0,13150.0,13150.0,12600
2023-08-04,15500.0,16000.0,14300.0,14300.0,26100
2023-08-07,14600.0,16000.0,14275.0,15500.0,13900
2023-08-08,13950.0,14600.0,13950.0,14600.0,3200
2023-08-09,14100.0,14225.0,13975.0,13975.0,4200
2023-08-10,13800.0,14100.0,13775.0,14100.0,2600
2023-08-11,13475.0,13800.0,13475.0,13800.0,2600
2023-08-14,13750.0,13825.0,13475.0,13475.0,2700
2023-08-15,13000.0,13775.0,13000.0,13775.0,2400
2023-08-16,12025.0,13025.0,11500.0,13025.0,6300
2023-08-18,11775.0,12025.0,11500.0,12025.0,1600
2023-08-21,12325.0,12325.0,11775.0,11775.0,1900
2023-08-22,12750.0,12925.0,12325.0,12325.0,3200
2023-08-23,12375.0,12525.0,12375.0,12525.0,4400
