Date,Close,High,Low,Open,Volume
2023-07-03,216.15621948242188,217.79376659971294,204.69338966138434,204.69338966138434,6947200
2023-07-04,211.2435760498047,219.43131155561105,201.418293442837,216.1562173532885,9459100
2023-07-05,224.3439483642578,225.98149543261007,212.8811188857921,212.8811188857921,8128000
2023-07-06,221.06886291503906,230.894145711263,219.43131578233505,227.61905144585504,5965800
2023-07-07,222.70640563964844,225.98149984023152,217.79376433877385,221.0688585393569,5225600
2023-07-10,222.70640563964844,227.61904694052305,222.70640563964844,224.34395273994,4737300
2023-07-11,224.3439483642578,227.6190425009623,221.06885422755332,222.70640129590558,3952900
2023-07-12,217.79376220703125,224.3439505440848,217.79376220703125,224.3439505440848,4394200
2023-07-13,216.15621948242188,222.70640795158616,204.69338966138434,217.79376659971294,8813700
2023-07-14,221.06886291503906,222.70641004774305,216.15622151692708,219.43131578233505,4196100
2023-07-17,222.70640563964844,227.61904694052305,219.43131143906538,224.34395273994,5152400
2023-07-18,217.79376220703125,222.70640345982142,214.51866803850444,222.70640345982142,3880800
2023-07-20,219.43130493164062,222.70639903509795,217.79375787991196,217.79375787991196,3532900
2023-07-21,217.79376220703125,221.06885637555803,217.79376220703125,217.79376220703125,2324900
2023-07-24,219.43130493164062,224.3439460868266,217.79375787991196,219.43130493164062,2830000
2023-07-25,248.90716552734375,252.18225981059828,217.79376983642578,221.0688641196803,31362800
2023-07-26,262.0075378417969,265.2826320648193,242.35697250366212,252.1822551727295,20169400
2023-07-27,253.81979370117188,268.5577172064012,248.9071525327621,263.64507603799143,11145400
2023-07-28,235.80679321289062,253.81981213887533,229.25660451253256,253.81981213887533,22490500
2023-07-31,242.35696411132812,248.90715233055323,235.80677589210305,235.80677589210305,10058100
2023-08-01,237.44432067871094,252.18224403118265,237.44432067871094,242.3569617962015,6653500
2023-08-02,239.08187866210938,243.99452000448147,230.89414309148918,237.44433154798534,7076700
2023-08-03,247.26962280273438,250.54471714449247,239.08188694833922,239.08188694833922,7542400
2023-08-04,248.90716552734375,250.54471266897102,245.63207124408925,247.26961838571648,4234000
2023-08-07,253.81979370117188,260.36998192571826,248.9071525327621,248.9071525327621,7391100
2023-08-08,248.90716552734375,255.4573540938528,248.90716552734375,255.4573540938528,4742500
2023-08-09,242.35696411132812,252.18224644016576,240.71941705652185,248.90715233055323,8281200
2023-08-10,245.63209533691406,252.18228454589845,239.0819061279297,242.35700073242188,4936700
2023-08-11,260.3699951171875,262.0075422562893,245.63207086527123,245.63207086527123,14014200
2023-08-14,268.5577392578125,273.47038082960177,260.3700033048304,262.0075504954268,16894100
2023-08-15,268.5577392578125,276.74547521079455,257.09490892363755,270.1952864484089,15305500
2023-08-16,263.6451110839844,271.8328474530522,262.0075638101708,268.55775290542505,4493100
2023-08-18,263.6451110839844,268.55775290542505,262.0075638101708,263.6451110839844,3317700
2023-08-21,265.2826232910156,271.83281152042343,258.7324350616079,263.6450762336637,4681500
2023-08-22,270.1952819824219,270.1952819824219,265.2826404918324,265.2826404918324,3345600
2023-08-23,268.5577392578125,281.6581167825838,268.5577392578125,270.1952864484089,6572000
2023-08-24,263.6451110839844,270.19530017923864,260.37001653635724,268.55775290542505,3250000
2023-08-25,260.3699951171875,268.55773081269655,260.3699951171875,262.0075422562893,3159900
2023-08-28,262.0075378417969,265.2826320648193,255.45734939575198,260.3699907302857,3434200
2023-08-29,260.3699951171875,263.6450893953911,248.90716514347483,262.0075422562893,7237400
2023-08-30,255.45733642578125,262.0075245392628,253.81978939741086,262.0075245392628,3170400
2023-08-31,253.81979370117188,260.36998192571826,239.08187019594254,253.81979370117188,5375700
2023-09-01,247.26962280273438,253.81981148625053,245.63207563185534,253.81981148625053,3908800
2023-09-04,247.26962280273438,250.54471714449247,237.4443397774602,247.26962280273438,2934600
2023-09-05,253.81979370117188,253.81979370117188,245.63205842048893,247.26960547662551,2417900
