Date,Close,High,Low,Open,Volume
2025-09-23,3600.0,3600.0,3600.0,3600.0,29624900
2025-09-24,3640.0,4500.0,3590.0,4500.0,736489700
2025-09-25,3300.0,3550.0,3100.0,3550.0,444063500
2025-09-26,3360.0,3480.0,3260.0,3360.0,83884800
2025-09-29,3640.0,3720.0,3340.0,3350.0,140413600
2025-09-30,3640.0,3760.0,3560.0,3660.0,69088000
2025-10-01,4000.0,4080.0,3640.0,3680.0,155114100
2025-10-02,4660.0,4950.0,4010.0,4010.0,370782400
2025-10-03,4540.0,4780.0,4380.0,4660.0,76610500
2025-10-06,4540.0,4700.0,4300.0,4690.0,112630300
2025-10-07,4350.0,4600.0,4330.0,4540.0,49993800
2025-10-08,4460.0,4490.0,3900.0,4420.0,73191600
2025-10-09,4310.0,4490.0,4100.0,4480.0,62996600
2025-10-10,4280.0,4340.0,4180.0,4250.0,36153600
2025-10-13,4390.0,4480.0,4200.0,4210.0,65596300
2025-10-14,4310.0,4570.0,4150.0,4500.0,75361700
2025-10-15,4400.0,4450.0,4310.0,4370.0,42478200
2025-10-16,4520.0,4630.0,4400.0,4430.0,73950300
2025-10-17,4830.0,4950.0,4590.0,4650.0,133775100
2025-10-20,4590.0,4740.0,4430.0,4740.0,68802500
2025-10-21,4340.0,4690.0,4310.0,4680.0,47499300
2025-10-22,4140.0,4200.0,4000.0,4100.0,35145400
2025-10-23,4300.0,4410.0,4060.0,4140.0,37079100
2025-10-24,4300.0,4450.0,4270.0,4350.0,24700100
2025-10-27,4150.0,4330.0,4070.0,4300.0,29226300
2025-10-28,4100.0,4290.0,4050.0,4150.0,20595200
2025-10-29,4160.0,4220.0,4070.0,4100.0,26192900
2025-10-30,4110.0,4190.0,4100.0,4100.0,17235800
2025-10-31,4090.0,4190.0,4080.0,4150.0,11213400
2025-11-03,4100.0,4120.0,4070.0,4100.0,7981000
2025-11-04,4040.0,4130.0,4040.0,4100.0,8508000
2025-11-05,4090.0,4090.0,3960.0,4030.0,17325100
2025-11-06,4100.0,4120.0,4040.0,4090.0,6824700
2025-11-07,4070.0,4130.0,4060.0,4100.0,4761700
2025-11-10,4100.0,4200.0,4080.0,4090.0,19797900
2025-11-11,4080.0,4160.0,4040.0,4110.0,16906300
2025-11-12,4010.0,4110.0,4000.0,4090.0,13274900
2025-11-13,4030.0,4070.0,4010.0,4050.0,9317800
2025-11-14,3970.0,4030.0,3960.0,4020.0,11915800
2025-11-17,3830.0,4000.0,3830.0,3970.0,21542400
2025-11-18,3780.0,3830.0,3720.0,3830.0,11233400
2025-11-19,3750.0,3800.0,3750.0,3780.0,7659800
2025-11-20,3700.0,3750.0,3680.0,3720.0,13677500
2025-11-21,3700.0,3750.0,3670.0,3690.0,10465200
2025-11-24,3670.0,3750.0,3670.0,3700.0,12071600
2025-11-25,3690.0,3790.0,3670.0,3680.0,15103400
2025-11-26,3700.0,3770.0,3690.0,3690.0,17821600
2025-11-27,3750.0,3770.0,3710.0,3710.0,8780500
2025-11-28,3730.0,3860.0,3710.0,3760.0,15294700
2025-12-01,3740.0,3770.0,3680.0,3750.0,11999700
2025-12-02,3710.0,3760.0,3710.0,3740.0,5780100
2025-12-03,3660.0,3730.0,3660.0,3710.0,9694400
2025-12-04,3610.0,3660.0,3570.0,3660.0,7711000
2025-12-05,3650.0,3650.0,3610.0,3620.0,3272100
2025-12-08,3790.0,3840.0,3650.0,3650.0,14630500
2025-12-09,4010.0,4040.0,3800.0,3800.0,35849300
2025-12-10,4450.0,4460.0,4050.0,4050.0,76339100
2025-12-11,4500.0,4790.0,4350.0,4500.0,87295200
2025-12-12,4920.0,4970.0,4510.0,4570.0,57439800
2025-12-15,5450.0,6100.0,4930.0,5025.0,118837200
2025-12-16,5350.0,5500.0,5100.0,5450.0,40421200
2025-12-17,5450.0,5725.0,5375.0,5400.0,25746400
2025-12-18,5500.0,5675.0,5350.0,5600.0,15746700
2025-12-19,5250.0,5575.0,5125.0,5550.0,16934200
2025-12-22,5600.0,5900.0,5300.0,5300.0,45029300
2025-12-23,5550.0,5925.0,5350.0,5850.0,37756000
2025-12-24,5575.0,5775.0,5575.0,5650.0,15022400
2025-12-29,5625.0,5750.0,5600.0,5700.0,14165900
2025-12-30,5550.0,5600.0,5275.0,5450.0,18284700
2026-01-02,5625.0,5800.0,5400.0,5550.0,9228900
2026-01-05,5625.0,5875.0,5425.0,5800.0,19227900
2026-01-06,5625.0,5700.0,5525.0,5675.0,13636100
2026-01-07,5450.0,5850.0,5425.0,5625.0,25156500
2026-01-08,5025.0,5475.0,5000.0,5450.0,31619700
2026-01-09,5350.0,5425.0,5025.0,5025.0,15599200
2026-01-12,5400.0,5650.0,5225.0,5550.0,26048600
2026-01-13,5625.0,5650.0,5350.0,5500.0,21840300
2026-01-14,5800.0,6075.0,5600.0,5650.0,32715800
2026-01-15,5675.0,5875.0,5500.0,5825.0,19347500
2026-01-19,5500.0,5825.0,5500.0,5750.0,21532500
2026-01-20,6500.0,6600.0,5400.0,5500.0,68485200
2026-01-21,6350.0,6800.0,6150.0,6575.0,54364900
2026-01-22,5950.0,6300.0,5850.0,6200.0,52814400
2026-01-23,6175.0,6400.0,6000.0,6350.0,43744100
2026-01-26,7300.0,7350.0,6425.0,6550.0,96842000
2026-01-27,7000.0,7400.0,6950.0,7350.0,42252000
2026-01-28,7000.0,7250.0,6600.0,6900.0,74821300
2026-01-29,6825.0,7325.0,5950.0,7275.0,107969600
2026-01-30,6550.0,6925.0,6350.0,6800.0,45481300
2026-02-02,5900.0,6100.0,5600.0,5900.0,64335200
2026-02-03,6500.0,6650.0,5775.0,6350.0,40328700
2026-02-04,6750.0,6750.0,6500.0,6600.0,30605300
2026-02-05,6600.0,6725.0,6300.0,6725.0,26209800
2026-02-06,6500.0,6575.0,6200.0,6300.0,17924900
2026-02-09,7500.0,7700.0,6575.0,6650.0,67876000
2026-02-10,7300.0,7950.0,7175.0,7450.0,50872800
2026-02-11,7100.0,7400.0,7050.0,7325.0,41490400
2026-02-12,7275.0,7350.0,7075.0,7125.0,22286900
2026-02-13,7300.0,7475.0,7050.0,7125.0,18957400
2026-02-18,7700.0,8000.0,7200.0,7275.0,36849200
2026-02-19,7800.0,8275.0,7725.0,7825.0,30526300
2026-02-20,7900.0,8000.0,7725.0,7800.0,15433700
2026-02-23,8400.0,8700.0,8150.0,8150.0,39236800
2026-02-24,8325.0,8825.0,8275.0,8700.0,29036500
2026-02-25,8325.0,8500.0,8250.0,8400.0,14237900
2026-02-26,8225.0,8375.0,8050.0,8250.0,23834900
2026-02-27,8325.0,8450.0,8100.0,8150.0,18384400
