Date,Close,High,Low,Open,Volume
2024-02-12,152.55677795410156,152.55677795410156,147.63559156848538,147.63559156848538,27832900
2024-02-13,204.7213592529297,204.7213592529297,152.55678213559665,204.7213592529297,495816700
2024-02-15,240.15391540527344,244.09086483814679,196.84747164366675,216.53221880803343,445545800
2024-02-16,242.1223907470703,261.8071379622793,232.28001713946583,240.15391602554942,251166800
2024-02-19,246.059326171875,261.807123046875,222.43763085937502,242.122376953125,254792500
2024-02-20,251.96475219726562,259.8386507034302,244.09085369110107,248.02780294418335,105431300
2024-02-21,238.18544006347656,267.7125607325026,236.21696535220815,253.93323775362379,211794900
2024-02-22,238.18544006347656,251.96476304235537,234.24849064093976,238.18544006347656,96652700
2024-02-23,234.24847412109375,244.09084698332455,230.3115249762014,238.18542326598606,58683200
2024-02-26,248.02780151367188,259.8386492047991,224.4061061314174,234.24847920735678,171915700
2024-02-27,244.0908660888672,253.93323972148278,238.18544190929782,248.0278155419134,150462200
2024-02-28,249.99627685546875,263.7755992018332,244.09085299274113,244.09085299274113,186284300
2024-02-29,236.2169647216797,255.90171178181964,228.3430658976237,249.99628766377765,163675500
2024-03-01,232.27999877929688,244.09084617485436,232.27999877929688,236.2169479111494,60973600
2024-03-04,238.18544006347656,248.02781361981857,232.28001592967135,234.24849064093976,67265500
2024-03-05,232.27999877929688,240.15389704300188,226.37457508151815,238.18542247707563,60279000
2024-03-06,232.27999877929688,240.15389704300188,228.3430496474444,234.24847334522315,51900600
2024-03-07,230.31153869628906,242.1223868345603,222.4376399374416,234.2484880757128,79663300
2024-03-08,234.24847412109375,238.18542326598606,228.34305040375523,230.3115249762014,83328200
2024-03-13,232.27999877929688,236.2169479111494,220.46915138373942,236.2169479111494,56363900
2024-03-14,224.40611267089844,234.24848603365712,220.46916332579494,232.28001136110538,64635700
2024-03-15,222.43763732910156,226.37458666236,216.53221332921393,224.40611199573078,29368600
2024-03-18,232.27999877929688,242.12237160892812,222.43762594966566,222.43762594966566,79625100
2024-03-19,224.40611267089844,238.18543537876062,218.5006886532432,234.24848603365712,82005600
2024-03-20,218.5006866455078,226.37458526336394,210.62678802765168,224.40611060889992,83293700
2024-03-21,271.6495056152344,271.6495056152344,210.62679058572522,220.46916397758153,167316500
2024-03-22,275.5864562988281,285.42882973807195,261.80713348388673,277.5549309866769,116213000
2024-03-25,275.5864562988281,275.5864562988281,275.5864562988281,275.5864562988281,0
2024-03-26,275.5864562988281,275.5864562988281,275.5864562988281,275.5864562988281,0
2024-03-27,265.74407958984375,279.52340223524305,249.99628228081596,269.6810289171007,98987900
2024-03-28,253.9332275390625,269.68102459574857,251.96475290697674,265.74407533157705,45184500
2024-04-01,253.9332275390625,263.7756006994913,248.02780364280522,253.9332275390625,45429100
2024-04-02,253.9332275390625,261.80712606740553,249.99627827489098,255.90170217114826,48780300
2024-04-03,261.80712890625,261.80712890625,248.02780633223685,253.9332302925282,40286200
2024-04-04,265.74407958984375,271.6495035807292,261.8071302625868,263.7756049262153,44701700
2024-04-05,265.74407958984375,273.61797824435763,261.8071302625868,265.74407958984375,44188800
2024-04-16,273.61798095703125,277.55493032331947,263.7756075413107,265.7440822244548,71764700
2024-04-17,283.4603576660156,285.4288323720296,273.6179841359456,275.5864588419596,58533500
2024-04-18,295.27117919921875,295.27117919921875,283.46033203125,285.4288065592448,68418600
2024-04-19,307.08203125,309.05050580929486,291.33423477564105,293.3027093349359,77445000
2024-04-22,311.0190124511719,312.9874872135211,305.11358816412434,309.0505376888227,56907300
2024-04-23,318.8929138183594,318.8929138183594,311.01901471173323,312.98748948838977,57613600
2024-04-24,326.76678466796875,326.76678466796875,318.89288624223457,318.89288624223457,50591500
2024-04-25,336.6091613769531,336.6091613769531,324.7983136093407,326.76678823727616,56706400
2024-04-26,340.5461120605469,342.514586696735,334.6406881519825,336.60916278817064,30856900
2024-04-29,348.4200134277344,350.38848807986847,340.546114819198,342.5145894713321,49505000
2024-04-30,354.325439453125,356.29391411675346,346.4515407986111,350.38849012586803,54842600
2024-05-02,362.1993408203125,362.1993408203125,354.32544210682744,354.32544210682744,41205000
2024-05-03,370.0732421875,370.0732421875,360.2308687250665,362.19934341755317,44199900
2024-05-06,374.01019287109375,374.01019287109375,368.10476877312914,368.10476877312914,32120600
2024-05-07,372.0417175292969,375.97866692114127,358.2623946578414,374.0101922252191,65670000
2024-05-08,374.01019287109375,377.94714226973684,370.07324347245066,372.04171817177223,44444600
2024-05-13,389.75799560546875,411.41121758355035,374.0101978032276,375.97867252850773,48103100
2024-05-14,395.6634216308594,399.6003710998231,389.75799742741367,391.7264721618956,27876900
2024-05-15,405.50579833984375,409.4427478382888,395.66342459373107,395.66342459373107,64176100
2024-05-16,413.3796691894531,415.348143804641,405.50577072870163,407.4742453438895,45341000
2024-05-17,423.2220458984375,423.2220458984375,413.3796727380087,415.34814737009447,61610300
2024-05-20,435.03289794921875,438.96984725192664,423.2220500410952,423.2220500410952,50260900
2024-05-21,444.8752746582031,448.81222399146156,435.0329013250571,444.8752746582031,51013400
2024-05-22,454.7176513671875,454.7176513671875,444.8752779609713,446.84375264221455,35771000
2024-05-27,460.6230773925781,464.5600267720019,423.22205828805255,454.7176533234425,54512700
2024-05-28,456.6861267089844,460.62307607716525,442.90680392035125,460.62307607716525,47093900
2024-05-29,454.7176513671875,466.5284994546469,454.7176513671875,456.6861260484307,62028700
2024-05-30,342.51458740234375,456.6861165364583,342.51458740234375,454.71764189621496,87732700
2024-05-31,372.0417175292969,377.9471416170635,289.3657803005642,336.60917300269716,56606800
2024-06-03,395.6634216308594,407.47427003775067,358.2624016757035,372.0417248170767,34967200
2024-06-04,377.9471130371094,399.60033305486047,344.48304573694867,395.6633839607239,40971600
2024-06-05,401.56884765625,403.53732239966297,362.19935278799016,375.9786759918811,25377500
2024-06-06,411.41119384765625,413.3796684593675,395.66339695396607,401.5688207890999,45220100
2024-06-07,407.4742431640625,413.37966697803444,399.6003447454333,411.4111923733771,21271700
2024-06-10,417.3166198730469,419.28509449508954,401.56882289670546,407.4742467628335,31756800
2024-06-11,431.0959777832031,433.06445256760134,417.3166542924158,419.285129076814,36522800
2024-06-12,407.4742431640625,433.06441302460746,395.6633955361186,431.0959384199502,31222500
2024-06-13,407.4742431640625,413.37966697803444,379.9155986988602,407.4742431640625,48146100
2024-06-14,385.8210144042969,407.4742346004564,379.91559071443515,407.4742346004564,13360500
2024-06-19,358.26239013671875,395.66340888725534,352.3569661234761,385.82103553185095,33668300
2024-06-20,332.6722106933594,362.19932998566935,326.76678683489735,350.38848226874535,13630400
2024-06-21,305.1135559082031,340.5460978846396,303.14508135395664,332.67219966765373,21212200
2024-06-24,267.7125549316406,307.0820483039407,265.74408026302564,305.1135736353257,12644700
2024-06-25,277.554931640625,293.3027291805186,265.7440834857048,267.7125581781915,26733400
2024-06-26,255.90170288085938,283.4603478064904,246.059329693134,277.5549238938552,22614900
2024-06-27,253.9332275390625,259.8386514353198,240.15390511446222,249.99627827489098,15499700
2024-06-28,253.9332275390625,259.8386514353198,232.28000658611919,253.9332275390625,96326700
2024-07-01,234.24847412109375,261.80711813534003,232.27999954864757,255.90169441800157,66881200
2024-07-02,249.99627685546875,255.90170071819637,232.28000526728593,234.24847988819513,65471300
2024-07-03,246.059326171875,257.870173828125,242.122376953125,249.99627539062502,30086000
2024-07-04,249.99627685546875,253.93322609728716,242.12237837183193,246.05932761365034,14911200
2024-07-05,275.5864562988281,275.5864562988281,246.05933598109652,249.99628535679406,44829500
2024-07-08,281.49188232421875,283.4603570257867,263.7756100101071,281.49188232421875,21793200
2024-07-09,312.98748779296875,326.76681115492335,281.49189153707255,281.49189153707255,39970400
2024-07-10,273.61798095703125,320.8613733524899,269.68103159074303,312.9874746199134,64814200
2024-07-11,273.61798095703125,285.4288290558959,259.8386581750225,273.61798095703125,40706200
2024-07-12,279.5234069824219,283.4603563765405,267.712558800066,273.61798289124397,39664000
2024-07-15,281.49188232421875,287.39730642892266,267.712559413243,279.5234076226508,44500900
2024-07-16,279.5234069824219,283.4603563765405,271.64950819418465,281.4918816794812,29796400
2024-07-17,273.61798095703125,281.4918796896077,271.64950627388714,279.5234050064636,16003200
2024-07-18,277.554931640625,285.4288304105718,273.6179822556516,273.6179822556516,45527300
2024-07-19,267.7125549316406,279.52340294333067,265.74408026302564,279.52340294333067,10306100
2024-07-22,269.6810302734375,271.64950494696626,263.7756062528513,269.6810302734375,20812400
2024-07-23,283.4603576660156,287.3973070780436,269.6810347239176,269.6810347239176,32692800
2024-07-24,277.554931640625,285.4288304105718,267.7125581781915,283.4603557180851,29943600
2024-07-25,273.61798095703125,277.55493032331947,269.68103159074303,277.55493032331947,13799900
2024-07-26,291.3342590332031,291.3342590332031,271.64951180122995,273.61798652442724,38820100
2024-07-29,303.14508056640625,307.08202966467127,285.42880962421367,293.3027078207437,18803400
2024-07-30,297.2396545410156,303.14507814116826,293.3027054742472,303.14507814116826,16501000
2024-07-31,307.08203125,312.98745492788464,295.2711838942308,297.23965845352564,29413500
2024-08-01,312.98748779296875,318.8929120909493,305.1135887289947,307.08206349498823,15331200
2024-08-02,309.050537109375,316.9244361440088,297.23968855742436,311.01901186803343,11558100
2024-08-05,285.4288330078125,307.08205482219824,265.7440859038254,307.08205482219824,16507800
2024-08-06,305.1135559082031,307.08203046244955,285.4288103657384,285.4288103657384,31843700
2024-08-07,364.1678161621094,372.04171488993876,303.14510102143157,305.11357570338896,76260900
2024-08-08,401.56884765625,405.50579714307594,348.42002958409927,366.13630227481616,94711300
2024-08-09,385.8210144042969,407.4742346004564,383.8525398410096,405.5057600371692,20244500
2024-08-12,385.8210144042969,393.6949126574458,375.97864158786075,385.8210144042969,13529600
2024-08-13,399.6003723144531,403.53732179538366,379.9156249098003,385.8210491311961,18981600
2024-08-14,389.75799560546875,405.5057934077099,389.75799560546875,399.6003692318695,14196600
2024-08-15,393.6949462890625,401.56884521484375,377.9471484375,389.7579968261719,44689300
2024-08-16,393.6949462890625,403.5373199462891,383.852572631836,393.6949462890625,19210900
2024-08-19,429.1274719238281,433.064421207533,395.66340301233697,395.66340301233697,32351500
2024-08-20,429.1274719238281,452.7491676260572,419.285098714566,429.1274719238281,36179400
2024-08-21,423.2220458984375,429.1274697946948,401.56882494549416,429.1274697946948,24459700
2024-08-22,366.13629150390625,423.2220573835475,366.13629150390625,423.2220573835475,35926000
2024-08-23,385.8210144042969,389.75796353087134,360.2308450815629,366.13626877142457,28846700
2024-08-26,391.7264709472656,397.63189513240025,377.9471478486181,387.7895214905092,17821400
2024-08-27,383.8525390625,401.56881009615387,381.88406450320514,391.7264372996795,11988700
